Compound_ID,Name,Formula,Molecular Weight,RT [min],m/z,mzCloud_Results,mzVault_Results,MassList_Results,Class_I,Class_II,Class_III,Class_IV,neg_XY_5,neg_XY_4,neg_XY_6,neg_XY_3,neg_XY_1,neg_XY_7,neg_XY_2,,,,,,,,,,
Com_94_pos,Biliverdin,C33 H34 N4 O6,582.24687,6.243,583.25415,No results,Full match,No results,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Bilirubins,Bilirubins,1306890.765,1276342.216,10275801.6,1236927.02,110624615.9,7852117.63,1225145.002,,,,,,,,,,
Com_95_pos,8-Hydroxyquinoline,C9 H7 N O,145.05305,5.243,146.06056,No results,Full match,No results,Organoheterocyclic compounds,Quinolines and derivatives,8-hydroxyquinolines,8-hydroxyquinolines,3471018.027,3751529.542,2775745.07,3232599.565,2919166.067,4329107.639,3252782.344,,,,,,,,,,
Com_96_pos,RKK,C18 H38 N8 O4,408.32456,10.758,431.31378,Invalid mass,No results,No results,,,,,2009995.539,1237147.816,1406313.902,2811253.653,2503830.048,3024678.078,806998.7876,,,,,,,,,,
Com_97_pos,"(1E)-5-hydroxy-1,7-diphenylhept-1-en-3-one",C19 H20 O2,318.09741,6.463,319.10464,Invalid mass,No results,No results,,,,,14289800.04,14379757.48,3104701.235,1368981.065,2591532.353,3026318.532,19524257.82,,,,,,,,,,
Com_98_pos,6-Methoxy-2-naphthoic acid,C12 H10 O3,202.06259,5.576,203.07004,No results,No results,Full match,Benzenoids,Naphthalenes,Naphthalenecarboxylic acids and derivatives,Naphthalenecarboxylic acids,27735038.04,39269158.75,43791023.12,28334928.6,22191242.13,40081020.91,54042408.11,,,,,,,,,,
Com_99_pos,"3-benzyl-4-hydroxy-5-(4-hydroxyphenyl)-2,5-dihydrofuran-2-one",C17 H14 O4,264.07845,5.32,265.08572,Invalid mass,No results,No results,,,,,160367967.2,134362584.3,192729668.8,146288861.8,115415478.9,113830558.2,155230158.3,,,,,,,,,,
Com_100_pos,Taxifolin,C15 H12 O7,304.05781,5.163,305.065,No results,Full match,No results,Phenylpropanoids and polyketides,Flavonoids,Flavans,Flavanonols,11463139.51,12091240.02,5727053.039,10926416.81,5223472.921,16026951.13,12142158.45,,,,,,,,,,
Com_101_pos,"3-(3,4,5-trimethoxyphenyl)propanoic acid",C12 H16 O5,222.08672,5.299,223.09416,Invalid mass,No results,No results,,,,,19703010.68,16879273.58,15732476.94,14530385.66,12984119.97,13414780.3,17423083.62,,,,,,,,,,
Com_102_pos,Isophorone,C9 H14 O,138.10419,9.904,156.13814,No results,No results,Full match,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Cyclohexenones,76634566.52,78641497.2,61254753.22,68402036.19,53414695.34,81487904.17,61064567.18,,,,,,,,,,
Com_103_pos,Asp-Phe,C13 H16 N2 O5,280.10519,5.031,281.11261,No results,No results,Full match,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,3404801.272,3321921.419,2163448.174,2948231.803,2072154.667,3275852.803,3031265.3,,,,,,,,,,
Com_104_pos,Riboflavin-5-phosphate,C17 H21 N4 O9 P,456.10344,5.307,457.11072,No results,No results,Full match,"Nucleosides, nucleotides, and analogues",Flavin nucleotides,Not available,Flavin nucleotides,3677722.293,3107720.387,6231644.998,6523489.218,3021707.508,4432560.532,4092441.395,,,,,,,,,,
Com_105_pos,L-lysine,C6 H14 N2 O2,146.1058,1.149,147.11305,No results,No results,Full match,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",L-alpha-amino acids,9101971.764,9408386.625,31213674.16,11882462.82,8395109.013,8819843.154,11625771.77,,,,,,,,,,
Com_106_pos,Ergocalciferol,C28 H44 O,378.32836,9.707,379.33572,Invalid mass,No results,No results,Lipids and lipid-like molecules,Steroids and steroid derivatives,Vitamin D and derivatives,Vitamin D and derivatives,585482.9586,548460.9619,1336346.35,393238.381,1740270.218,3920638.895,819816.4936,,,,,,,,,,
Com_107_pos,Feruloyl Putrescine,C14 H20 N2 O3,264.14668,5.348,265.15396,No results,No results,Full match,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,Coumaric acids and derivatives,6719162.865,7410677.589,9922004.078,1396868.635,1202759.811,6567198.909,1322183.647,,,,,,,,,,
Com_108_pos,Spermine,C10 H26 N4,202.21539,1.154,203.22278,No results,Full match,Full match,Organic nitrogen compounds,Organonitrogen compounds,Amines,Dialkylamines,65424012.28,150795413.1,173096621.5,218560333.3,83357347.84,115081343,108069044.2,,,,,,,,,,
Com_109_pos,Inosine,C10 H12 N4 O5,268.07977,5.354,269.08713,No results,No results,Full match,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Not available,Purine nucleosides,24687014.97,52547308.79,288170234.6,48229562.5,9143591.826,39925710.81,38946566.14,,,,,,,,,,
Com_110_pos,cyclohexyl{4-[4-nitro-2-(1H-pyrrol-1-yl)phenyl]piperazino}methanone,C21 H26 N4 O3,404.18437,8.557,405.19165,Invalid mass,No results,No results,,,,,12054240.48,8672184.177,11363975.05,9975376.87,7937936.769,15430536.46,10356646.34,,,,,,,,,,
Com_111_pos,DL-m-Tyrosine,C9 H11 N O3,181.07387,4.805,182.08115,No results,No results,Full match,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,28643791.89,25122158.6,20334291.76,24265707.76,25154232.3,31709758.13,22754958.88,,,,,,,,,,
Com_112_pos,Heptadecanoic Acid,C17 H34 O2,292.23946,7.041,293.24652,Invalid mass,No results,No results,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,2369166.467,3915910.823,3311811.557,1868053.069,2220849.314,2476734.871,2022399.164,,,,,,,,,,
Com_113_pos,N-Acetyl-D-tryptophan,C13 H14 N2 O3,246.09996,5.361,247.10704,No results,No results,Full match,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,17444985.77,13072215.65,2134034.356,15813448.69,2248915.93,2485347.1,13924320.45,,,,,,,,,,
Com_114_pos,"4,7,8-trimethoxyfuro[2,3-b]quinoline",C14 H13 N O4,259.08296,5.46,260.0903,Invalid mass,No results,No results,,,,,34318661.51,13261842.23,4480825.221,20086303.73,5937004.1,7282528.493,18541788.1,,,,,,,,,,
Com_115_pos,5-Hydroxyindole,C8 H7 N O,133.05307,5.107,134.06035,No results,No results,Full match,Organoheterocyclic compounds,Indoles and derivatives,Hydroxyindoles,Hydroxyindoles,70366570.76,293832242.4,53843826,334280922.8,174613648.1,261194745.5,139377752.8,,,,,,,,,,
Com_116_pos,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",C10 H13 N O3,195.08947,5.177,196.0968,Full match,No results,Full match,,,,,11839173.33,10176377.74,94478963.6,11897713.23,684968286.7,348698488.4,13575475.15,,,,,,,,,,
Com_117_pos,"3-amino-2,6-diphenyl-4,7-dihydro-2H-pyrazolo[3,4-d]pyrimidin-4-one",C17 H13 N5 O,303.11377,4.977,304.12161,Invalid mass,No results,No results,,,,,3650410.119,3688903.514,2653179.769,2612352.427,2187258.069,2365411.839,2545220.523,,,,,,,,,,
Com_118_pos,Estriol,C18 H24 O3,288.16793,4.966,289.17535,Invalid mass,No results,No results,Lipids and lipid-like molecules,Steroids and steroid derivatives,Estrane steroids,Estrogens and derivatives,2271401.205,2054083.11,1735309.497,1246875.889,1606888.208,1184929.799,1909686.569,,,,,,,,,,
Com_119_pos,L-Saccharopine,C11 H20 N2 O6,276.13341,7.7,277.14069,No results,No results,Full match,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Glutamic acid and derivatives,2905132.316,2869795.049,6911473.096,7009848.606,2386126.321,2978636.63,7636224.866,,,,,,,,,,
Com_120_pos,N-benzyl-N-isopropyl-N'-(4-isopropylphenyl)thiourea,C20 H26 N2 S,326.18524,8.13,327.1925,Invalid mass,No results,No results,,,,,3457356.486,6749294.609,1059321.144,6777439.747,3246095.175,4128580.129,6746661.124,,,,,,,,,,
Com_121_pos,Tiglic acid,C5 H8 O2,100.05254,0.615,101.05981,No results,No results,Full match,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Methyl-branched fatty acids,5464762.483,8392576.406,128029517.9,5574193.334,4314196.258,4969366.231,4422936.357,,,,,,,,,,
Com_122_pos,Xanthurenic acid,C10 H7 N O4,205.03756,5.143,206.04492,No results,Full match,Full match,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,Quinoline carboxylic acids,19907237.53,13318377.41,27265135.34,19857592.94,12706317.56,10335892.48,12883923.61,,,,,,,,,,
Com_123_pos,Gly-Phe,C11 H14 N2 O3,222.10008,5.227,205.09695,No results,No results,Full match,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,5015536.481,5073731.803,28968437.85,6012990.674,3419704.072,6963972.388,3324855.801,,,,,,,,,,
